0,0000 0,00 0,00 0,00 0,00 0,00 0,00
13086,0000 215,95 11,17 0,00 -72,60 -613,24 423,72
13097,0000 215,95 11,17 0,00 -72,60 -613,24 423,72
13098,0000 216,07 11,63 0,00 -72,60 -613,24 423,72
13120,0000 216,12 11,45 0,00 -72,60 -613,24 423,72
13131,0000 216,12 11,45 0,00 -72,60 -613,24 423,72
13132,0000 216,12 11,45 0,00 -72,60 -613,24 423,73
13147,0000 216,12 11,77 0,00 -72,59 -613,24 423,73
13148,0000 216,12 11,77 0,00 -72,59 -613,24 423,73
13149,0000 216,12 11,77 0,00 -72,59 -613,24 423,73
13181,0000 216,10 11,70 0,00 -72,59 -613,24 423,73
13182,0000 216,10 11,70 0,00 -72,59 -613,24 423,73
13194,0000 216,01 11,72 0,00 -72,59 -613,24 423,73
13195,0000 216,01 11,72 0,00 -72,59 -613,24 423,73
13196,0000 216,01 11,72 0,00 -72,59 -613,24 423,73
13208,0000 216,01 11,72 0,00 -72,59 -613,24 423,73
13209,0000 216,01 11,72 0,00 -72,59 -613,25 423,73
13220,0000 216,17 11,74 0,00 -72,59 -613,25 423,73
13223,0000 216,17 11,74 0,00 -72,59 -613,25 423,73
13223,0000 216,17 11,74 0,00 -72,59 -613,25 423,73
13237,0000 216,15 11,76 0,00 -72,59 -613,25 423,73
13238,0000 216,15 11,76 0,00 -72,59 -613,25 423,73
13250,0000 216,07 11,67 0,00 -72,59 -613,26 423,73
13254,0000 216,07 11,67 0,00 -72,59 -613,26 423,73
13255,0000 216,07 11,67 0,00 -72,59 -613,26 423,73
13272,0000 216,14 11,27 0,00 -72,59 -613,26 423,73
13273,0000 216,14 11,27 0,00 -72,59 -613,26 423,73
13294,0000 215,99 11,59 0,00 -72,59 -613,26 423,73
13301,0000 215,99 11,59 0,00 -72,59 -613,26 423,73
13302,0000 215,99 11,59 0,00 -72,58 -613,26 423,73
13315,0000 215,72 11,82 0,00 -72,58 -613,26 423,74
13316,0000 215,72 11,82 0,00 -72,58 -613,26 423,74
13330,0000 216,13 11,69 0,00 -72,58 -613,25 423,74
13330,0000 216,13 11,69 0,00 -72,58 -613,25 423,73
13331,0000 216,13 11,69 0,00 -72,58 -613,25 423,73
13343,0000 216,13 11,49 0,00 -72,58 -613,25 423,73
13345,0000 216,13 11,49 0,00 -72,58 -613,25 423,73
13360,0000 216,16 11,80 0,00 -72,58 -613,25 423,73
13369,0000 216,16 11,80 0,00 -72,58 -613,25 423,73
13370,0000 216,16 11,80 0,00 -72,58 -613,25 423,73
13401,0000 216,02 11,30 0,00 -72,58 -613,25 423,73
13402,0000 216,02 11,30 0,00 -72,58 -613,25 423,73
13413,0000 216,02 11,30 0,00 -72,58 -613,25 423,74
13414,0000 216,02 11,30 0,00 -72,58 -613,25 423,74
13414,0000 216,02 11,30 0,00 -72,58 -613,25 423,74
13425,0000 216,04 11,27 0,00 -72,58 -613,25 423,74
13426,0000 216,04 11,27 0,00 -72,58 -613,25 423,74
13437,0000 215,99 11,27 0,00 -72,58 -613,25 423,74
13438,0000 215,99 11,27 0,00 -72,58 -613,25 423,74
13438,0000 215,99 11,27 0,00 -72,57 -613,25 423,74
13453,0000 216,10 11,63 0,00 -72,57 -613,25 423,74
13455,0000 216,10 11,63 0,00 -72,57 -613,25 423,74
13473,0000 216,03 11,98 0,00 -72,57 -613,25 423,74
13474,0000 216,03 11,98 0,00 -72,57 -613,25 423,74
13475,0000 216,03 11,98 0,00 -72,57 -613,25 423,74
13486,0000 216,03 11,98 0,00 -72,57 -613,25 423,74
13487,0000 216,03 11,98 0,00 -72,58 -613,25 423,74
13500,0000 216,10 11,69 0,00 -72,58 -613,26 423,74
13500,0000 216,10 11,69 0,00 -72,58 -613,26 423,74
13501,0000 216,10 11,69 0,00 -72,58 -613,26 423,74
13512,0000 216,08 11,41 0,00 -72,58 -613,26 423,74
13513,0000 216,08 11,41 0,00 -72,58 -613,27 423,74
13525,0000 216,08 11,41 0,00 -72,58 -613,27 423,74
13526,0000 216,11 11,65 0,00 -72,58 -613,27 423,74
13527,0000 216,11 11,65 0,00 -72,58 -613,28 423,74
13538,0000 216,11 11,65 0,00 -72,58 -613,28 423,74
13539,0000 216,11 11,65 0,00 -72,58 -613,28 423,74
13551,0000 216,03 11,20 0,00 -72,58 -613,28 423,74
13552,0000 216,03 11,20 0,00 -72,58 -613,28 423,74
13553,0000 216,03 11,20 0,00 -72,58 -613,28 423,74
13564,0000 216,14 11,51 0,00 -72,58 -613,28 423,74
13565,0000 216,14 11,51 0,00 -72,58 -613,28 423,74
13588,0000 215,95 11,27 0,00 -72,58 -613,28 423,74
13589,0000 215,95 11,27 0,00 -72,58 -613,28 423,74
13604,0000 216,07 11,75 0,00 -72,58 -613,28 423,74
13617,0000 216,07 11,75 0,00 -72,58 -613,28 423,74
13619,0000 216,20 11,70 0,00 -72,58 -613,28 423,74
13630,0000 216,20 11,70 0,00 -72,58 -613,28 423,74
13632,0000 216,20 11,70 0,00 -72,58 -613,28 423,74
13633,0000 216,20 11,70 0,00 -72,58 -613,28 423,74
13650,0000 216,08 11,65 0,00 -72,58 -613,28 423,74
13651,0000 216,08 11,65 0,00 -72,58 -613,28 423,74
13666,0000 216,09 11,62 0,00 -72,58 -613,28 423,74
13671,0000 216,09 11,62 0,00 -72,59 -613,28 423,74
13672,0000 216,09 11,62 0,00 -72,59 -613,28 423,74
13683,0000 216,01 11,30 0,00 -72,59 -613,29 423,74
13685,0000 216,01 11,30 0,00 -72,59 -613,29 423,74
13702,0000 216,03 11,22 0,00 -72,59 -613,29 423,74
13703,0000 216,03 11,22 0,00 -72,59 -613,29 423,74
13704,0000 216,03 11,22 0,00 -72,59 -613,29 423,74
13716,0000 216,19 11,63 0,00 -72,59 -613,29 423,74
13718,0000 216,19 11,63 0,00 -72,59 -613,29 423,74
13728,0000 216,19 11,63 0,00 -72,59 -613,29 423,74
13729,0000 216,19 11,63 0,00 -72,60 -613,29 423,74
13730,0000 216,10 11,72 0,00 -72,60 -613,29 423,74
13746,0000 216,10 11,72 0,00 -72,60 -613,29 423,74
13747,0000 216,10 11,72 0,00 -72,60 -613,29 423,74
13759,0000 216,08 11,67 0,00 -72,60 -613,29 423,74
13761,0000 216,08 11,67 0,00 -72,60 -613,29 423,74
13762,0000 216,08 11,67 0,00 -72,60 -613,29 423,74
13774,0000 216,13 11,73 0,00 -72,60 -613,30 423,74
13775,0000 216,13 11,73 0,00 -72,60 -613,30 423,74
13818,0000 216,00 11,24 0,00 -72,60 -613,30 423,74
13819,0000 216,00 11,24 0,00 -72,61 -613,30 423,74
13820,0000 216,00 11,24 0,00 -72,61 -613,30 423,74
13834,0000 216,10 11,75 0,00 -72,61 -613,30 423,74
13835,0000 216,10 11,75 0,00 -72,61 -613,30 423,74
13851,0000 215,99 11,78 0,00 -72,61 -613,30 423,74
13851,0000 215,99 11,78 0,00 -72,61 -613,30 423,74
13852,0000 215,99 11,78 0,00 -72,61 -613,30 423,73
13868,0000 216,03 11,66 0,00 -72,61 -613,30 423,73
13869,0000 216,03 11,66 0,00 -72,61 -613,30 423,73
13880,0000 215,91 11,19 0,00 -72,61 -613,30 423,73
13881,0000 215,91 11,19 0,00 -72,61 -613,30 423,73
13882,0000 215,91 11,19 0,00 -72,61 -613,30 423,73
13896,0000 215,91 11,19 0,00 -72,61 -613,30 423,73
13898,0000 215,91 11,19 0,00 -72,61 -613,30 423,73
13926,0000 216,06 11,53 0,00 -72,61 -613,30 423,73
13945,0000 216,07 11,68 0,00 -72,61 -613,30 423,73
13946,0000 216,07 11,68 0,00 -72,61 -613,30 423,73
13958,0000 215,91 11,27 0,00 -72,61 -613,30 423,73
13959,0000 215,91 11,27 0,00 -72,61 -613,30 423,73
13971,0000 215,91 11,27 0,00 -72,61 -613,30 423,73
13972,0000 216,00 11,69 0,00 -72,61 -613,30 423,73
13973,0000 216,00 11,69 0,00 -72,61 -613,30 423,73
13984,0000 216,00 11,69 0,00 -72,61 -613,30 423,73
13986,0000 216,00 11,69 0,00 -72,61 -613,30 423,73
13997,0000 216,06 11,74 0,00 -72,61 -613,30 423,73
13998,0000 216,06 11,74 0,00 -72,61 -613,30 423,73
13999,0000 216,06 11,74 0,00 -72,61 -613,31 423,74
