0,0000 0,00 0,00 0,00 0,00 0,00 0,00
10698,0000 83,84 9,17 0,00 25,42 -672,51 489,84
10698,0000 83,84 9,17 0,00 25,42 -672,51 489,84
10700,0000 83,84 9,17 0,00 25,42 -672,51 489,84
10701,0000 83,84 9,17 0,00 25,42 -672,51 489,84
10702,0000 83,84 9,17 0,00 25,42 -672,51 489,84
10714,0000 83,82 9,29 0,00 25,42 -672,50 489,84
10714,0000 83,82 9,29 0,00 25,42 -672,50 489,84
10740,0000 83,91 9,26 0,00 25,42 -672,50 489,84
10740,0000 83,91 9,26 0,00 25,42 -672,50 489,84
10740,0000 83,91 9,26 0,00 25,42 -672,50 489,84
10757,0000 83,79 9,35 0,00 25,42 -672,49 489,84
10757,0000 83,79 9,35 0,00 25,42 -672,49 489,84
10770,0000 83,92 9,39 0,00 25,42 -672,49 489,84
10770,0000 83,92 9,39 0,00 25,43 -672,49 489,84
10770,0000 83,92 9,39 0,00 25,43 -672,49 489,84
10785,0000 84,05 9,21 0,00 25,43 -672,49 489,84
10785,0000 84,05 9,21 0,00 25,43 -672,49 489,84
10849,0000 84,04 9,37 0,00 25,43 -672,49 489,84
10849,0000 84,04 9,37 0,00 25,43 -672,49 489,84
10850,0000 84,04 9,37 0,00 25,43 -672,49 489,84
10877,0000 84,04 9,45 0,00 25,43 -672,49 489,84
10877,0000 84,04 9,45 0,00 25,43 -672,49 489,84
10889,0000 84,04 9,45 0,00 25,43 -672,50 489,84
10889,0000 84,04 9,45 0,00 25,43 -672,50 489,84
10889,0000 84,04 9,45 0,00 25,43 -672,50 489,84
10900,0000 83,75 9,33 0,00 25,43 -672,50 489,84
10901,0000 83,75 9,33 0,00 25,43 -672,50 489,84
10929,0000 84,04 9,36 0,00 25,43 -672,50 489,84
10929,0000 84,04 9,36 0,00 25,43 -672,50 489,84
10929,0000 84,04 9,36 0,00 25,43 -672,50 489,84
10940,0000 84,05 9,31 0,00 25,43 -672,50 489,84
10940,0000 84,05 9,31 0,00 25,43 -672,50 489,84
10965,0000 83,81 9,28 0,00 25,42 -672,50 489,84
10965,0000 83,81 9,28 0,00 25,42 -672,50 489,84
10965,0000 83,81 9,28 0,00 25,42 -672,50 489,84
10971,0000 83,78 9,31 0,00 25,42 -672,50 489,84
10973,0000 83,78 9,31 0,00 25,42 -672,50 489,84
10987,0000 83,92 9,47 0,00 25,42 -672,49 489,84
10987,0000 83,92 9,47 0,00 25,42 -672,49 489,84
10987,0000 83,92 9,47 0,00 25,42 -672,49 489,83
11032,0000 83,83 9,27 0,00 25,42 -672,49 489,83
11032,0000 83,83 9,27 0,00 25,42 -672,49 489,83
11105,0000 83,77 9,29 0,00 25,41 -672,49 489,83
11112,0000 83,77 9,29 0,00 25,41 -672,49 489,83
11112,0000 83,77 9,29 0,00 25,41 -672,49 489,83
11151,0000 83,91 9,29 0,00 25,41 -672,48 489,83
11152,0000 83,91 9,29 0,00 25,41 -672,48 489,83
11181,0000 83,83 9,32 0,00 25,41 -672,48 489,83
11182,0000 83,83 9,32 0,00 25,41 -672,48 489,83
11182,0000 83,83 9,32 0,00 25,41 -672,48 489,83
11200,0000 83,94 9,40 0,00 25,41 -672,48 489,83
11201,0000 83,94 9,40 0,00 25,41 -672,48 489,83
11216,0000 84,13 9,43 0,00 25,41 -672,48 489,83
11216,0000 84,13 9,43 0,00 25,41 -672,48 489,83
11223,0000 84,13 9,43 0,00 25,41 -672,48 489,83
11286,0000 83,72 9,29 0,00 25,41 -672,48 489,83
11286,0000 83,72 9,29 0,00 25,41 -672,48 489,83
11322,0000 83,86 9,22 0,00 25,41 -672,48 489,83
11322,0000 83,86 9,22 0,00 25,41 -672,48 489,83
11323,0000 83,86 9,22 0,00 25,41 -672,48 489,83
11334,0000 83,86 9,22 0,00 25,41 -672,48 489,83
11335,0000 83,86 9,22 0,00 25,41 -672,48 489,83
11361,0000 83,95 9,39 0,00 25,41 -672,48 489,83
11361,0000 83,95 9,39 0,00 25,41 -672,47 489,83
11361,0000 83,95 9,39 0,00 25,41 -672,47 489,83
11376,0000 83,95 9,39 0,00 25,41 -672,47 489,83
11376,0000 83,95 9,39 0,00 25,41 -672,47 489,83
11389,0000 83,69 8,99 0,00 25,41 -672,47 489,83
11389,0000 83,69 8,99 0,00 25,41 -672,47 489,83
11389,0000 83,69 8,99 0,00 25,41 -672,47 489,83
11415,0000 84,05 9,27 0,00 25,41 -672,47 489,83
11415,0000 84,05 9,27 0,00 25,41 -672,47 489,83
11481,0000 83,86 9,36 0,00 25,41 -672,47 489,83
11481,0000 83,86 9,36 0,00 25,41 -672,47 489,83
11481,0000 83,86 9,36 0,00 25,41 -672,47 489,83
11492,0000 83,77 9,25 0,00 25,41 -672,47 489,83
11497,0000 83,77 9,25 0,00 25,41 -672,47 489,83
11515,0000 84,05 9,29 0,00 25,41 -672,47 489,83
11515,0000 84,05 9,29 0,00 25,41 -672,47 489,83
11515,0000 84,05 9,29 0,00 25,41 -672,47 489,83
11531,0000 83,79 9,31 0,00 25,41 -672,47 489,83
11532,0000 83,79 9,31 0,00 25,41 -672,47 489,83
11557,0000 83,84 9,32 0,00 25,41 -672,47 489,83
11558,0000 83,84 9,32 0,00 25,41 -672,47 489,83
11559,0000 83,84 9,32 0,00 25,41 -672,47 489,83
11571,0000 84,05 9,17 0,00 25,41 -672,47 489,83
11572,0000 84,05 9,17 0,00 25,41 -672,47 489,83
11587,0000 83,94 9,32 0,00 25,41 -672,47 489,83
11588,0000 83,94 9,32 0,00 25,41 -672,47 489,83
11588,0000 83,94 9,32 0,00 25,41 -672,47 489,83
11600,0000 83,98 9,40 0,00 25,41 -672,47 489,83
11601,0000 83,98 9,40 0,00 25,41 -672,47 489,83
11615,0000 83,98 9,40 0,00 25,41 -672,47 489,83
11617,0000 83,98 9,40 0,00 25,41 -672,47 489,83
11618,0000 83,98 9,40 0,00 25,41 -672,47 489,83
11629,0000 84,04 9,45 0,00 25,41 -672,47 489,83
11629,0000 84,04 9,45 0,00 25,41 -672,47 489,83
11643,0000 84,05 9,23 0,00 25,41 -672,47 489,83
11656,0000 84,02 9,38 0,00 25,41 -672,47 489,83
11656,0000 84,02 9,38 0,00 25,41 -672,47 489,83
11689,0000 84,06 9,39 0,00 25,41 -672,47 489,83
11689,0000 84,06 9,39 0,00 25,41 -672,47 489,83
11705,0000 83,70 9,30 0,00 25,41 -672,47 489,83
11705,0000 83,70 9,30 0,00 25,41 -672,47 489,83
11706,0000 83,70 9,30 0,00 25,41 -672,47 489,83
11731,0000 83,74 9,27 0,00 25,41 -672,47 489,83
11732,0000 83,74 9,27 0,00 25,41 -672,47 489,83
11760,0000 83,78 9,30 0,00 25,41 -672,47 489,83
11761,0000 83,78 9,30 0,00 25,41 -672,47 489,83
11761,0000 83,78 9,30 0,00 25,41 -672,47 489,83
11794,0000 83,77 9,26 0,00 25,41 -672,47 489,83
11794,0000 83,77 9,26 0,00 25,41 -672,47 489,83
11805,0000 84,15 9,72 0,00 25,41 -672,47 489,83
11805,0000 84,15 9,72 0,00 25,41 -672,47 489,83
11805,0000 84,15 9,72 0,00 25,41 -672,47 489,83
11826,0000 83,76 9,26 0,00 25,41 -672,47 489,83
11826,0000 83,76 9,26 0,00 25,41 -672,47 489,83
11836,0000 83,76 9,26 0,00 25,41 -672,47 489,83
11836,0000 83,76 9,26 0,00 25,41 -672,47 489,83
11837,0000 83,76 9,26 0,00 25,41 -672,47 489,83
11848,0000 83,80 9,26 0,00 25,41 -672,47 489,83
11849,0000 83,80 9,26 0,00 25,41 -672,47 489,83
11864,0000 83,76 9,23 0,00 25,41 -672,47 489,83
11864,0000 83,76 9,23 0,00 25,41 -672,47 489,83
11865,0000 83,76 9,23 0,00 25,41 -672,47 489,83
11903,0000 83,83 9,24 0,00 25,41 -672,47 489,83
11903,0000 83,83 9,24 0,00 25,41 -672,47 489,83
11925,0000 83,83 9,30 0,00 25,41 -672,47 489,83
11934,0000 83,80 8,99 0,00 25,41 -672,47 489,83
11934,0000 83,80 8,99 0,00 25,41 -672,47 489,83
11948,0000 83,80 8,99 0,00 25,41 -672,47 489,83
11948,0000 83,80 8,99 0,00 25,41 -672,47 489,83
11965,0000 84,07 9,45 0,00 25,41 -672,47 489,83
11966,0000 84,07 9,45 0,00 25,41 -672,47 489,83
11966,0000 84,07 9,45 0,00 25,41 -672,47 489,83
11981,0000 84,01 9,44 0,00 25,41 -672,47 489,83
11981,0000 84,01 9,44 0,00 25,41 -672,47 489,83
11995,0000 83,80 9,30 0,00 25,41 -672,47 489,83
11996,0000 83,80 9,30 0,00 25,41 -672,47 489,83
11997,0000 83,80 9,30 0,00 25,41 -672,47 489,83
12008,0000 83,91 9,27 0,00 25,41 -672,47 489,83
12009,0000 83,91 9,27 0,00 25,41 -672,47 489,83
12029,0000 84,02 9,23 0,00 25,41 -672,47 489,83
12029,0000 84,02 9,23 0,00 25,41 -672,47 489,83
12031,0000 84,02 9,23 0,00 25,41 -672,47 489,83
12057,0000 83,72 9,09 0,00 25,41 -672,47 489,83
12057,0000 83,72 9,09 0,00 25,41 -672,47 489,83
12099,0000 84,05 9,29 0,00 25,41 -672,47 489,83
12139,0000 83,81 9,30 0,00 25,41 -672,47 489,83
12139,0000 83,81 9,30 0,00 25,41 -672,47 489,83
12152,0000 83,81 9,30 0,00 25,41 -672,47 489,83
12169,0000 83,70 9,38 0,00 25,41 -672,47 489,83
12179,0000 83,84 9,26 0,00 25,41 -672,47 489,83
12180,0000 83,84 9,26 0,00 25,41 -672,47 489,83
12181,0000 83,84 9,26 0,00 25,41 -672,47 489,83
12192,0000 83,84 9,26 0,00 25,41 -672,47 489,83
12206,0000 83,77 9,24 0,00 25,41 -672,47 489,83
12233,0000 83,83 9,25 0,00 25,41 -672,47 489,83
12234,0000 83,83 9,25 0,00 25,41 -672,47 489,83
12235,0000 83,83 9,25 0,00 25,41 -672,47 489,83
12249,0000 83,83 9,25 0,00 25,41 -672,47 489,83
12250,0000 83,93 9,29 0,00 25,41 -672,47 489,83
12262,0000 83,93 9,29 0,00 25,41 -672,47 489,83
12263,0000 83,93 9,29 0,00 25,41 -672,47 489,83
12263,0000 83,93 9,29 0,00 25,41 -672,47 489,83
12278,0000 84,04 9,38 0,00 25,41 -672,47 489,83
12279,0000 84,04 9,38 0,00 25,41 -672,47 489,83
12289,0000 83,89 9,44 0,00 25,41 -672,47 489,83
12291,0000 83,89 9,44 0,00 25,41 -672,47 489,83
12292,0000 83,89 9,44 0,00 25,41 -672,47 489,83
12319,0000 84,05 9,26 0,00 25,41 -672,47 489,83
12320,0000 84,05 9,26 0,00 25,41 -672,47 489,83
12335,0000 83,81 9,30 0,00 25,41 -672,47 489,83
12336,0000 83,81 9,30 0,00 25,41 -672,47 489,83
12337,0000 83,81 9,30 0,00 25,41 -672,47 489,83
12350,0000 83,94 9,32 0,00 25,41 -672,47 489,83
12351,0000 83,94 9,32 0,00 25,41 -672,47 489,83
12367,0000 84,05 9,28 0,00 25,41 -672,47 489,83
12368,0000 84,05 9,28 0,00 25,41 -672,47 489,83
12370,0000 84,05 9,28 0,00 25,41 -672,47 489,83
12383,0000 84,04 9,42 0,00 25,41 -672,47 489,83
12384,0000 84,04 9,42 0,00 25,41 -672,47 489,83
12401,0000 83,94 9,26 0,00 25,41 -672,47 489,83
12402,0000 83,94 9,26 0,00 25,41 -672,47 489,83
12403,0000 83,94 9,26 0,00 25,41 -672,47 489,83
12414,0000 83,94 9,26 0,00 25,41 -672,47 489,83
12414,0000 83,94 9,26 0,00 25,41 -672,47 489,83
12425,0000 83,74 9,27 0,00 25,41 -672,47 489,83
12426,0000 83,74 9,27 0,00 25,41 -672,47 489,83
12426,0000 83,74 9,27 0,00 25,41 -672,47 489,83
12437,0000 83,71 9,29 0,00 25,41 -672,47 489,83
12437,0000 83,71 9,29 0,00 25,41 -672,47 489,83
12449,0000 83,71 9,29 0,00 25,41 -672,47 489,83
12449,0000 83,71 9,29 0,00 25,41 -672,47 489,83
12450,0000 83,71 9,29 0,00 25,41 -672,47 489,83
12469,0000 84,00 9,39 0,00 25,41 -672,47 489,83
12470,0000 84,00 9,39 0,00 25,41 -672,47 489,83
12480,0000 84,04 9,41 0,00 25,41 -672,47 489,83
12481,0000 84,04 9,41 0,00 25,41 -672,47 489,83
12482,0000 84,04 9,41 0,00 25,41 -672,47 489,83
12497,0000 83,74 9,31 0,00 25,41 -672,47 489,83
12498,0000 83,74 9,31 0,00 25,41 -672,47 489,83
12517,0000 83,73 9,31 0,00 25,41 -672,47 489,83
12517,0000 83,73 9,31 0,00 25,41 -672,47 489,83
12518,0000 83,73 9,31 0,00 25,41 -672,47 489,83
12529,0000 84,05 9,19 0,00 25,41 -672,47 489,83
12530,0000 84,05 9,19 0,00 25,41 -672,47 489,83
12545,0000 84,05 9,19 0,00 25,41 -672,47 489,83
12546,0000 84,05 9,19 0,00 25,41 -672,47 489,83
12547,0000 84,00 9,48 0,00 25,41 -672,47 489,83
12558,0000 84,00 9,48 0,00 25,41 -672,47 489,83
12570,0000 83,74 9,18 0,00 25,41 -672,47 489,83
12597,0000 83,80 9,45 0,00 25,41 -672,47 489,83
12598,0000 83,80 9,45 0,00 25,41 -672,47 489,83
12599,0000 83,80 9,45 0,00 25,41 -672,47 489,83
12617,0000 83,77 8,99 0,00 25,41 -672,47 489,83
12618,0000 83,77 8,99 0,00 25,41 -672,47 489,83
12636,0000 83,77 9,29 0,00 25,41 -672,47 489,83
12636,0000 83,77 9,29 0,00 25,41 -672,47 489,83
12637,0000 83,77 9,29 0,00 25,41 -672,47 489,83
12648,0000 83,78 9,33 0,00 25,41 -672,47 489,83
12649,0000 83,78 9,33 0,00 25,41 -672,47 489,83
12665,0000 83,84 9,32 0,00 25,41 -672,47 489,83
12665,0000 83,84 9,32 0,00 25,41 -672,47 489,83
12666,0000 83,84 9,32 0,00 25,41 -672,47 489,83
12683,0000 83,78 9,23 0,00 25,41 -672,47 489,83
12684,0000 83,78 9,23 0,00 25,41 -672,47 489,83
12711,0000 83,75 9,28 0,00 25,41 -672,47 489,83
12712,0000 83,75 9,28 0,00 25,41 -672,47 489,83
12713,0000 83,75 9,28 0,00 25,41 -672,47 489,83
12725,0000 83,65 9,25 0,00 25,41 -672,47 489,83
12725,0000 83,65 9,25 0,00 25,41 -672,47 489,83
12740,0000 83,73 9,26 0,00 25,41 -672,47 489,83
12741,0000 83,73 9,26 0,00 25,41 -672,47 489,83
12741,0000 83,73 9,26 0,00 25,41 -672,47 489,83
12756,0000 83,78 9,27 0,00 25,41 -672,47 489,83
12756,0000 83,78 9,27 0,00 25,41 -672,47 489,83
12781,0000 83,77 9,22 0,00 25,41 -672,47 489,83
12782,0000 83,77 9,22 0,00 25,41 -672,47 489,83
12783,0000 83,77 9,22 0,00 25,41 -672,47 489,83
12798,0000 83,77 9,28 0,00 25,41 -672,47 489,83
12798,0000 83,77 9,28 0,00 25,41 -672,47 489,83
12811,0000 84,04 9,33 0,00 25,41 -672,47 489,83
12811,0000 84,04 9,33 0,00 25,41 -672,47 489,83
12815,0000 84,04 9,33 0,00 25,41 -672,47 489,83
12833,0000 84,04 9,49 0,00 25,41 -672,47 489,83
12834,0000 84,04 9,49 0,00 25,41 -672,47 489,83
12849,0000 83,79 9,24 0,00 25,41 -672,47 489,83
12850,0000 83,79 9,24 0,00 25,41 -672,47 489,83
12851,0000 83,79 9,24 0,00 25,41 -672,47 489,83
12862,0000 83,79 9,24 0,00 25,41 -672,47 489,83
12862,0000 83,78 9,28 0,00 25,41 -672,47 489,83
12875,0000 83,78 9,28 0,00 25,41 -672,47 489,83
12875,0000 83,78 9,28 0,00 25,41 -672,47 489,83
12876,0000 83,78 9,28 0,00 25,41 -672,47 489,83
12916,0000 83,84 9,28 0,00 25,41 -672,47 489,83
12917,0000 83,84 9,28 0,00 25,41 -672,47 489,83
12930,0000 83,83 9,22 0,00 25,41 -672,47 489,83
12931,0000 83,83 9,22 0,00 25,41 -672,47 489,83
12931,0000 83,83 9,22 0,00 25,41 -672,47 489,83
12944,0000 84,06 9,49 0,00 25,41 -672,47 489,83
12960,0000 83,85 9,31 0,00 25,41 -672,47 489,83
12985,0000 84,09 9,44 0,00 25,41 -672,47 489,83
12985,0000 84,09 9,44 0,00 25,41 -672,47 489,83
12987,0000 84,09 9,44 0,00 25,41 -672,47 489,83
13119,0000 83,81 9,27 0,00 25,41 -672,47 489,83
13119,0000 83,81 9,27 0,00 25,41 -672,47 489,83
13206,0000 84,00 9,34 0,00 25,41 -672,47 489,83
13206,0000 84,00 9,34 0,00 25,41 -672,47 489,83
13206,0000 84,00 9,34 0,00 25,41 -672,47 489,83
0,0000 0,00 0,00 0,00 0,00 0,00 0,00
4701,0000 84,28 9,37 0,00 83,55 -716,86 531,74
4702,0000 84,45 9,46 0,00 83,60 -716,87 531,76
4702,0000 84,45 9,46 0,00 83,63 -716,88 531,76
4702,0000 84,45 9,46 0,00 83,65 -716,88 531,77
4702,0000 84,45 9,46 0,00 83,66 -716,88 531,77
4702,0000 84,45 9,46 0,00 83,66 -716,88 531,77
4708,0000 84,48 9,59 0,00 83,66 -716,88 531,77
4709,0000 84,48 9,59 0,00 83,66 -716,88 531,77
4720,0000 84,48 9,59 0,00 83,66 -716,88 531,77
4721,0000 84,48 9,59 0,00 83,66 -716,88 531,77
4727,0000 84,43 9,48 0,00 83,66 -716,88 531,77
4747,0000 84,39 9,38 0,00 83,66 -716,88 531,77
4748,0000 84,39 9,38 0,00 83,66 -716,88 531,77
4759,0000 84,39 9,38 0,00 83,64 -716,86 531,78
4760,0000 84,39 9,38 0,00 83,58 -716,83 531,78
4761,0000 84,39 9,38 0,00 83,50 -716,78 531,77
4780,0000 84,48 9,72 0,00 83,38 -716,70 531,73
4781,0000 84,56 9,67 0,00 83,20 -716,58 531,66
4795,0000 84,56 9,67 0,00 82,97 -716,41 531,53
4796,0000 84,56 9,67 0,00 82,68 -716,19 531,34
4799,0000 84,56 9,67 0,00 82,32 -715,92 531,08
4810,0000 84,32 9,30 0,00 81,90 -715,58 530,75
4812,0000 84,32 9,30 0,00 81,39 -715,19 530,37
4822,0000 84,21 9,34 0,00 80,82 -714,73 529,93
4823,0000 84,21 9,34 0,00 80,18 -714,22 529,43
4824,0000 84,21 9,34 0,00 79,47 -713,67 528,90
4850,0000 84,52 9,48 0,00 78,72 -713,06 528,33
4851,0000 84,52 9,48 0,00 77,92 -712,42 527,72
4867,0000 84,18 9,23 0,00 77,07 -711,74 527,08
4868,0000 84,18 9,23 0,00 76,19 -711,03 526,41
4869,0000 84,18 9,23 0,00 75,28 -710,29 525,73
4880,0000 84,39 9,26 0,00 74,34 -709,53 525,02
4881,0000 84,39 9,26 0,00 73,38 -708,75 524,30
4907,0000 84,33 9,31 0,00 72,41 -707,95 523,56
4916,0000 84,47 9,72 0,00 71,41 -707,13 522,81
4917,0000 84,47 9,72 0,00 70,41 -706,31 522,05
4928,0000 84,47 9,72 0,00 69,40 -705,47 521,29
4929,0000 84,47 9,72 0,00 68,38 -704,63 520,53
4940,0000 84,30 9,36 0,00 67,36 -703,79 519,76
4941,0000 84,30 9,36 0,00 66,34 -702,95 518,99
4942,0000 84,30 9,36 0,00 65,32 -702,10 518,23
5002,0000 84,50 9,56 0,00 64,31 -701,26 517,46
5003,0000 84,50 9,56 0,00 63,30 -700,43 516,71
5016,0000 84,51 9,53 0,00 62,29 -699,60 515,96
5017,0000 84,51 9,53 0,00 61,30 -698,77 515,21
5018,0000 84,51 9,53 0,00 60,31 -697,96 514,47
5031,0000 84,35 9,36 0,00 59,34 -697,16 513,75
5032,0000 84,35 9,36 0,00 58,37 -696,36 513,03
5043,0000 84,30 9,38 0,00 57,42 -695,58 512,32
5044,0000 84,30 9,38 0,00 56,49 -694,81 511,62
5045,0000 84,30 9,38 0,00 55,56 -694,05 510,94
5057,0000 84,30 9,38 0,00 54,65 -693,31 510,26
5058,0000 84,30 9,38 0,00 53,76 -692,58 509,60
5072,0000 84,31 9,34 0,00 52,89 -691,87 508,96
5073,0000 84,31 9,34 0,00 52,03 -691,17 508,32
5074,0000 84,31 9,34 0,00 51,18 -690,49 507,70
5119,0000 84,43 9,46 0,00 50,36 -689,82 507,09
5120,0000 84,43 9,46 0,00 49,55 -689,17 506,50
5141,0000 84,52 9,61 0,00 48,75 -688,53 505,92
5142,0000 84,52 9,61 0,00 47,98 -687,92 505,35
5153,0000 84,56 9,58 0,00 47,22 -687,31 504,80
5167,0000 84,56 9,58 0,00 46,48 -686,73 504,27
5168,0000 84,56 9,58 0,00 45,76 -686,16 503,74
5194,0000 84,45 9,53 0,00 45,06 -685,61 503,23
5195,0000 84,45 9,53 0,00 44,37 -685,08 502,74
5196,0000 84,45 9,53 0,00 43,71 -684,56 502,26
5221,0000 84,24 9,12 0,00 43,06 -684,05 501,79
5222,0000 84,24 9,12 0,00 42,42 -683,57 501,34
5236,0000 84,31 9,31 0,00 41,81 -683,10 500,89
5237,0000 84,31 9,31 0,00 41,21 -682,64 500,47
5237,0000 84,31 9,31 0,00 40,62 -682,20 500,05
5249,0000 84,41 9,53 0,00 40,06 -681,77 499,65
5250,0000 84,41 9,53 0,00 39,51 -681,36 499,26
5261,0000 84,41 9,53 0,00 38,97 -680,96 498,88
5262,0000 84,41 9,53 0,00 38,45 -680,58 498,52
5263,0000 84,41 9,53 0,00 37,95 -680,21 498,16
5290,0000 84,32 9,36 0,00 37,46 -679,85 497,82
5291,0000 84,32 9,36 0,00 36,99 -679,50 497,49
5302,0000 84,31 9,36 0,00 36,53 -679,17 497,17
5304,0000 84,31 9,36 0,00 36,09 -678,85 496,86
5305,0000 84,31 9,36 0,00 35,66 -678,55 496,56
5322,0000 84,39 9,40 0,00 35,24 -678,25 496,27
5324,0000 84,39 9,40 0,00 34,84 -677,97 495,99
5344,0000 84,40 9,40 0,00 34,45 -677,69 495,72
5346,0000 84,40 9,40 0,00 34,08 -677,43 495,47
5347,0000 84,40 9,40 0,00 33,71 -677,18 495,22
5371,0000 84,30 9,31 0,00 33,36 -676,94 494,98
5373,0000 84,30 9,31 0,00 33,02 -676,71 494,74
5397,0000 84,43 9,49 0,00 32,70 -676,49 494,52
5411,0000 84,43 9,49 0,00 32,38 -676,28 494,31
5411,0000 84,43 9,49 0,00 32,07 -676,07 494,10
5441,0000 84,33 9,40 0,00 31,78 -675,88 493,90
5442,0000 84,33 9,40 0,00 31,50 -675,69 493,71
5457,0000 84,41 9,44 0,00 31,22 -675,51 493,53
5458,0000 84,41 9,44 0,00 30,96 -675,34 493,35
5459,0000 84,41 9,44 0,00 30,71 -675,18 493,18
5473,0000 84,34 9,36 0,00 30,46 -675,02 493,02
5480,0000 84,34 9,36 0,00 30,23 -674,87 492,86
5492,0000 84,45 9,38 0,00 30,00 -674,73 492,71
5493,0000 84,45 9,38 0,00 29,78 -674,59 492,56
5503,0000 84,45 9,38 0,00 29,57 -674,46 492,42
5514,0000 84,33 9,35 0,00 29,37 -674,34 492,29
5515,0000 84,33 9,35 0,00 29,18 -674,22 492,16
5528,0000 84,42 9,47 0,00 28,99 -674,11 492,04
5529,0000 84,42 9,47 0,00 28,81 -674,00 491,92
5530,0000 84,42 9,47 0,00 28,64 -673,90 491,81
5570,0000 84,26 9,34 0,00 28,48 -673,80 491,70
5571,0000 84,26 9,34 0,00 28,32 -673,71 491,60
5582,0000 84,43 9,49 0,00 28,17 -673,62 491,50
5584,0000 84,43 9,49 0,00 28,02 -673,54 491,41
5594,0000 84,43 9,49 0,00 27,88 -673,46 491,32
5609,0000 84,60 9,54 0,00 27,75 -673,38 491,23
5653,0000 84,51 9,61 0,00 27,62 -673,31 491,15
5682,0000 84,34 9,36 0,00 27,49 -673,24 491,07
5683,0000 84,34 9,36 0,00 27,38 -673,18 490,99
5683,0000 84,34 9,36 0,00 27,26 -673,11 490,92
5707,0000 84,54 9,56 0,00 27,15 -673,06 490,85
5708,0000 84,54 9,56 0,00 27,05 -673,00 490,78
5719,0000 84,38 9,38 0,00 26,95 -672,95 490,72
5720,0000 84,38 9,38 0,00 26,86 -672,90 490,66
5721,0000 84,38 9,38 0,00 26,77 -672,85 490,60
5732,0000 84,46 9,53 0,00 26,68 -672,80 490,55
5733,0000 84,46 9,53 0,00 26,60 -672,76 490,50
5745,0000 84,46 9,53 0,00 26,52 -672,72 490,45
5745,0000 84,46 9,53 0,00 26,44 -672,68 490,40
5746,0000 84,46 9,53 0,00 26,37 -672,65 490,35
5762,0000 84,32 9,32 0,00 26,30 -672,61 490,31
5763,0000 84,32 9,32 0,00 26,23 -672,58 490,27
5779,0000 84,51 9,59 0,00 26,17 -672,55 490,23
5780,0000 84,51 9,59 0,00 26,11 -672,52 490,19
5781,0000 84,51 9,59 0,00 26,05 -672,49 490,15
5793,0000 84,26 9,30 0,00 26,00 -672,47 490,12
5794,0000 84,26 9,30 0,00 25,95 -672,44 490,09
5804,0000 84,49 9,63 0,00 25,90 -672,42 490,06
5805,0000 84,49 9,63 0,00 25,85 -672,40 490,03
5806,0000 84,49 9,63 0,00 25,81 -672,38 490,00
5837,0000 84,52 9,48 0,00 25,76 -672,36 489,97
5838,0000 84,52 9,48 0,00 25,72 -672,34 489,95
5850,0000 84,59 9,62 0,00 25,68 -672,32 489,93
5858,0000 84,59 9,62 0,00 25,65 -672,30 489,90
5860,0000 84,43 9,46 0,00 25,61 -672,29 489,88
5872,0000 84,43 9,46 0,00 25,58 -672,27 489,86
5873,0000 84,43 9,46 0,00 25,55 -672,26 489,84
5884,0000 84,48 9,62 0,00 25,52 -672,25 489,82
5885,0000 84,48 9,62 0,00 25,49 -672,23 489,81
5886,0000 84,48 9,62 0,00 25,46 -672,22 489,79
5911,0000 84,45 9,53 0,00 25,44 -672,21 489,77
5912,0000 84,45 9,53 0,00 25,42 -672,20 489,76
5924,0000 84,52 9,67 0,00 25,39 -672,19 489,75
5925,0000 84,52 9,67 0,00 25,37 -672,18 489,73
5925,0000 84,52 9,67 0,00 25,35 -672,17 489,72
5936,0000 84,35 9,39 0,00 25,33 -672,17 489,71
5946,0000 84,35 9,39 0,00 25,31 -672,16 489,70
5962,0000 84,27 9,36 0,00 25,30 -672,15 489,69
5963,0000 84,27 9,36 0,00 25,28 -672,14 489,68
5964,0000 84,27 9,36 0,00 25,26 -672,14 489,67
5980,0000 84,34 9,33 0,00 25,25 -672,13 489,66
5981,0000 84,34 9,33 0,00 25,24 -672,12 489,65
5992,0000 84,47 9,49 0,00 25,22 -672,12 489,64
5993,0000 84,47 9,49 0,00 25,21 -672,11 489,63
5994,0000 84,47 9,49 0,00 25,20 -672,11 489,62
6007,0000 84,47 9,49 0,00 25,19 -672,10 489,62
6008,0000 84,42 9,46 0,00 25,18 -672,10 489,61
6025,0000 84,42 9,46 0,00 25,17 -672,09 489,61
6026,0000 84,31 9,36 0,00 25,16 -672,09 489,60
6027,0000 84,31 9,36 0,00 25,15 -672,08 489,59
6052,0000 84,30 9,34 0,00 25,15 -672,08 489,59
6052,0000 84,30 9,34 0,00 25,14 -672,08 489,59
6078,0000 84,24 9,33 0,00 25,13 -672,08 489,58
6079,0000 84,24 9,33 0,00 25,13 -672,08 489,58
6080,0000 84,24 9,33 0,00 25,12 -672,07 489,58
6096,0000 84,45 9,46 0,00 25,12 -672,07 489,57
6097,0000 84,45 9,46 0,00 25,11 -672,07 489,57
6108,0000 84,45 9,61 0,00 25,11 -672,07 489,57
6109,0000 84,45 9,61 0,00 25,10 -672,07 489,56
6110,0000 84,45 9,61 0,00 25,10 -672,07 489,56
6124,0000 84,49 9,52 0,00 25,10 -672,07 489,56
6125,0000 84,49 9,52 0,00 25,09 -672,07 489,56
6136,0000 84,49 9,52 0,00 25,09 -672,07 489,56
